,name,url,Avg_Rate,Location,Price,Quality,Service,Space
952,Pizza Hut - Crescent Mall,/ho-chi-minh/pizza-hut-crescent-mall-ton-dat-tien,7.058,7.3,6.5,7.2,7.1,7.2
953,Lobster Bay - Nhà Hàng Hải Sản Kiểu Mỹ - Nguyễn Tri Phương,/ho-chi-minh/lobster-bay-nha-hang-hai-san-kieu-my,8.118,8.6,7.9,8.1,7.7,8.3
954,Red Chilli Seafood Buffet - Chloe Gallery,/ho-chi-minh/red-chilli-seafood-buffet-chloe-gallery,8.7,8.5,8.0,9.0,9.0,9.0
955,Ganges - Fine Dining Indian Cuisine,/ho-chi-minh/ganges-fine-dining-indian-cuisine,5.3,5.5,5.0,5.5,4.5,6.0
956,Texas Chicken - Sư Vạn Hạnh,/ho-chi-minh/texas-chicken-su-van-hanh,6.712,7.1,6.8,6.9,6.0,6.8
957,Pizza Factory - AEON Mall Tân Phú,/ho-chi-minh/pizza-factory-aeon-mall,7.292,7.6,6.6,7.2,7.6,7.5
958,The Huế House - Nhà Hàng Huế,/ho-chi-minh/the-hue-house-nha-hang-hue,7.858,8.2,7.2,7.2,8.1,8.6
959,Quán Ăn Gia Đình Ngọc Hương,/ho-chi-minh/quan-an-gia-dinh-ngoc-huong,7.454,7.4,7.4,7.9,7.5,7.1
960,Gà Rán KFC - Vườn Lài,/ho-chi-minh/kfc-vuon-lai,5.676,6.2,5.5,5.5,5.3,6.0
961,Thiên Hồng - Ẩm Thực Trung Hoa,/ho-chi-minh/thien-hong-am-thuc-trung-hoa,6.428,7.3,5.6,6.7,5.9,6.7
962,Buddha Chay - Đặng Tất,/ho-chi-minh/buddha-chay,7.568,7.6,7.5,7.8,7.3,7.7
963,Yuri Yuri - Ẩm Thực Hàn Quốc,/ho-chi-minh/yuri-yuri-am-thuc-han-quoc,6.79,6.5,6.9,6.9,6.8,6.8
964,Hum Vegetarian - Café & Restaurant,/ho-chi-minh/hum-vegetarian-cafe-restaurant,7.36,7.7,6.0,7.7,7.5,8.1
965,Quảng Đức - Ẩm Thực Chay,/ho-chi-minh/quang-duc-am-thuc-chay,6.932,7.3,6.4,7.2,6.8,6.9
966,Enza - Nhà Hàng Nướng Nhật Bản,/ho-chi-minh/enza-nha-hang-nuong,7.072,7.4,6.4,7.6,7.0,7.0
967,Hancook Korean Fast Food - Nguyễn Tri Phương,/ho-chi-minh/hancook-korean-fast-food-nguyen-tri-phuong,6.82,7.3,7.1,6.8,6.4,6.6
968,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lê Đại Hành,/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-le-dai-hanh,8.398,8.8,7.9,8.7,8.6,7.9
969,Cơm Thố Cháy - Nguyễn Chí Thanh,/ho-chi-minh/com-tho-chay,6.646,7.2,6.3,6.7,6.4,6.6
970,Crystal Jade Kitchen - Saigon Centre - Nhà Hàng Quảng Đông,/ho-chi-minh/crystal-jade-kitchen-saigon-centre-nha-hang-quang-dong,7.222,8.0,6.8,7.3,6.9,7.2
971,Ngự Bình Món Huế - Aeon Mall Bình Tân,/ho-chi-minh/ngu-binh-mon-hue-aeon-mall-binh-tan,7.8,8.0,8.0,8.0,7.0,8.0
972,DK’s Wine Bar Restaurant,/ho-chi-minh/dk-s-wine-bar-restaurant,8.2,9.0,8.0,8.0,7.0,9.0
973,Kim Korean - Nhà Hàng Hàn Quốc - Aeon Mall Bình Tân,/ho-chi-minh/kim-korean-nha-hang-han-quoc-aeon-mall-binh-tan,2.3,3.5,1.3,1.3,1.5,4.0
974,Jollibee - Trường Chinh,/ho-chi-minh/jollibee-truong-chinh,7.432,7.7,7.1,7.3,7.6,7.4
975,Downtown Steakhouse - Hoa Mai,/ho-chi-minh/downtown-steakhouse-hoa-mai,9.24,8.8,8.8,9.8,9.8,9.0
976,Bách Restaurant - Ẩm Thực Trung Hoa,/ho-chi-minh/bach-restaurent-am-thuc-trung-hoa,7.422,8.0,7.4,7.3,7.4,7.1
977,Tokori BBQ - Nhà Hàng Nướng Nhật Bản - Nguyễn Thị Thập,/ho-chi-minh/tokori-bbq-nha-hang-nuong-nhat-ban-nguyen-thi-thap,8.2,7.7,7.8,8.7,8.1,8.7
978,Ciao Bella - Món Ý,/ho-chi-minh/ciao-bella-mon-y,7.084,7.6,6.3,7.4,7.2,6.9
979,Mì Udon Tamoya - Saigon Centre,/ho-chi-minh/mi-udon-tamoya-saigon-centre,7.658,7.7,7.5,8.1,7.5,7.5
980,Khao Lao - Ẩm Thực Lào - AEON Mall Bình Tân,/ho-chi-minh/khao-lao-am-thuc-lao,7.208,7.4,6.5,7.2,7.6,7.4
981,Xe Lửa Quán - Món Ngon Các Vùng Miền,/ho-chi-minh/xe-lua-quan-mon-ngon-cac-vung-mien,7.532,7.3,6.7,8.0,7.3,8.3
982,Beefsteak Titi - Trần Cao Vân,/ho-chi-minh/titi-beefsteak-kieu-phap,6.588,7.2,6.6,6.4,6.2,6.6
983,Sushi Kei - Nhà Hàng Nhật Bản - Pearl Plaza,/ho-chi-minh/sushi-kei-nha-hang-nhat-ban-pearl-plaza,5.91,6.8,4.7,5.8,5.9,6.3
984,Nhà Hàng Cơm Xưa,/ho-chi-minh/nha-hang-com-xua,7.156,7.4,6.6,7.1,6.9,7.8
985,Cheong Hae Jin - Nhà Hàng Hàn Quốc,/ho-chi-minh/cheong-hae-jin-nha-hang-han-quoc,6.9,7.0,6.0,6.5,7.0,8.0
986,Gyu Shige - Ngưu Phồn - Nướng Nhật Bản - Nguyễn Thị Minh Khai,/ho-chi-minh/gyu-shige-nuong-nhat-ban-nguyen-thi-minh-khai,7.24,7.6,6.8,7.6,6.8,7.4
987,King BBQ Buffet Crescent Mall,/ho-chi-minh/king-bbq-buffet-crescent-mall,7.5600000000000005,7.7,7.4,7.4,7.6,7.6
988,Trống Cơm - Vietnamese Casual Food - Pearl Plaza,/ho-chi-minh/trong-com-vietnamese-casual-food-pearl-plaza,9.0,8.8,8.0,9.4,9.2,9.6
989,Làng Hải Sản Anh Thư,/ho-chi-minh/lang-hai-san-anh-thu,5.8,4.5,6.5,7.0,4.5,6.5
990,Việt Thái Food Court - Parkson Hùng Vương,/ho-chi-minh/viet-thai-foodcourt-parkson-hung-vuong,6.96,7.6,6.2,6.4,7.4,7.2
991,Tìm Gì Cũng Có - Nhà Hàng Cà Phê Sân Vườn,/ho-chi-minh/tim-gi-cung-co-nha-hang-ca-phe-san-vuon,7.7,7.5,7.5,7.5,7.5,8.5
992,Jollibee - Coop Mart Xa Lộ Hà Nội,/ho-chi-minh/jollibee-coop-mart-xa-lo-ha-noi,6.772,7.1,7.0,6.8,6.4,6.6
993,Mad House Restaurant - Món Pháp & Việt,/ho-chi-minh/mad-house-restaurant-nguyen-u-di,6.486,6.5,5.2,6.5,6.3,7.9
994,Món Việt 88 - Vincom Mega Mall Thảo Điền,/ho-chi-minh/mon-viet-88-vincom-mega-mall-thao-dien,5.94,6.6,6.0,5.5,5.7,6.0
995,Metropole - Tiệc cưới & Hội nghị,/ho-chi-minh/metropole-tiec-cuoi-hoi-nghi,7.496,7.6,7.0,7.6,7.5,8.0
996,Otoké Chicken - Gà Rán Hàn Quốc - Hàm Nghi,/ho-chi-minh/otoke-chicken-ham-nghi,7.28,7.5,7.2,7.3,7.3,7.2
997,Ocean Palace - Ẩm Thực Trung Hoa,/ho-chi-minh/ocean-palace-am-thuc-trung-hoa,7.316,7.8,6.7,7.6,7.0,7.4
998,Manwah Taiwanese Hotpot - Vincom Lê Văn Việt,/ho-chi-minh/manwah-taiwanese-hotpot-vincom-le-van-viet,7.57,6.4,7.1,8.1,8.7,7.4
999,Sunny House - Nhà Hàng & Cafe,/ho-chi-minh/sunny-house-nha-hang-cafe,7.134,6.2,7.0,7.5,6.8,8.2
1000,Cơm Ngon - Lẩu Công Chúa,/ho-chi-minh/com-ngon-lau-cong-chua,5.92,7.4,6.8,5.0,4.6,5.8
1001,Nhà Hàng Hàn Quốc Jin Sun Dae,/ho-chi-minh/nha-hang-han-quoc-jin-sun-dae,8.15,8.3,8.0,9.0,8.3,7.3
1002,Cơm Tấm Cali 25 - Nguyễn Thị Nhỏ,/ho-chi-minh/com-tam-cali-25-nguyen-thi-nho,6.614,7.4,5.4,6.4,6.7,7.1
1003,Nhà Hàng Phương Nam - Gà Tiềm Ớt Hiểm,/ho-chi-minh/phuong-nam-300,7.162,7.5,7.3,7.3,6.6,7.2
1004,Nhà Hàng Lễ Seoul - Lẩu & Món Nướng,/ho-chi-minh/nha-hang-le-seoul-lau-mon-nuong,8.2,7.5,7.0,9.0,9.5,8.0
1005,Nhà Hàng Linh Cá Kèo,/ho-chi-minh/nha-hang-linh-ca-keo,5.2780000000000005,5.5,4.4,5.5,5.1,5.9
1006,Mus Mus - Lẩu Nhật,/ho-chi-minh/mus-mus-lau-nhat,7.444,7.7,7.1,7.5,7.6,7.2
1007,King BBQ Buffet AEON Mall Bình Tân,/ho-chi-minh/king-bbq-buffet-aeon-mall-binh-tan,7.008,7.4,6.7,7.3,6.7,7.0
1008,Lẩu Băng Chuyền Osaka1 - Lũy Bán Bích,/ho-chi-minh/lau-bang-chuyen-osaka1-luy-ban-bich,6.46,6.4,6.5,6.5,6.4,6.5
1009,Món Huế - 624 Nguyễn Chí Thanh,/ho-chi-minh/nha-hang-mon-hue-nguyen-chi-thanh,6.21,6.7,6.0,5.9,5.9,6.5
1010,Hủ Tiếu Chay Cây Đề - Diệp Minh Châu,/ho-chi-minh/hu-tieu-chay-cay-de-diep-minh-chau,7.482,7.6,6.7,7.9,7.5,7.7
1011,Dì Lý - Bánh Đa Cua,/ho-chi-minh/di-ly-banh-da-cua,7.5600000000000005,7.9,6.7,7.7,7.3,8.1
1012,Boat House - Nhà Hàng Bờ Sông,/ho-chi-minh/boat-house,6.692,7.1,6.6,6.6,6.2,7.2
1013,Kimbab - Pico Lotte,/ho-chi-minh/kimbap-pico-plaza,5.76,6.8,4.8,5.2,5.6,6.4
1014,Kokois - Cafe Bistro & Store (nghỉ luôn),/ho-chi-minh/kokois-cafe-bistro-store,7.164,7.1,6.2,6.9,7.3,8.3
1015,Hana BBQ & Hot Pot Buffet - Phạm Viết Chánh ,/ho-chi-minh/hana-bbq-hot-pot-buffet-pham-viet-chanh,7.028,7.3,7.0,7.3,6.8,6.8
1016,Nhà Hàng - Phòng Trà Ân Nam,/ho-chi-minh/nha-hang-an-nam,7.192,7.5,6.8,6.9,7.0,7.8
1017,Hoa Viên Brauhaus - Nguyễn Thị Minh Khai,/ho-chi-minh/hoa-vien-brauhaus-nguyen-thi-minh-khai,7.396,7.3,6.7,7.8,7.4,7.7
1018,Choice Hotpot - Buffet Lẩu Nhật,/ho-chi-minh/choice-hotpot-buffet-lau-nhat,6.67,7.1,6.4,6.4,6.9,6.6
1019,Central Restaurant - Liberty Central Saigon Centre,/ho-chi-minh/central-khach-san-liberty-central-saigon-centre,7.438,7.7,6.6,7.1,7.8,7.9
1020,Dì Mai - Nhà Hàng Việt Nam - Vincom Landmark 81,/ho-chi-minh/di-mai-nha-hang-viet-nam-landmark-81,8.354,9.2,6.8,8.4,8.4,8.9
1021,KAKHU Hotpot - Lẩu Tứ Xuyên Celebs,/ho-chi-minh/kakhu-hotpot-lau-tu-xuyen-tru-danh,6.7379999999999995,6.9,5.5,7.2,7.2,6.9
1022,Hoàng Tâm - Món Ngon Miền Tây - Vinhomes Central Park,/ho-chi-minh/hoang-tam-mon-ngon-mien-tay-vinhomes-central-park,6.48,6.6,6.6,6.6,6.6,6.0
1023,Cơm Gà Da Giòn - Nguyễn Gia Trí,/ho-chi-minh/com-ga-da-gion-duong-d2,5.99,6.4,6.0,6.3,5.4,5.8
1024,Nhà Hàng Vạn Chài - Đặc Sản Hà Nội,/ho-chi-minh/nha-hang-van-chai-dac-san-ha-noi,8.7,8.0,9.0,9.0,9.0,8.5
1025,Nhà Hàng Hương Xưa - Nguyễn Đình Chiểu,/ho-chi-minh/nha-hang-huong-xua-nguyen-dinh-chieu,4.734,6.0,3.7,6.0,5.7,2.3
1026,Gentle Onion - Food & Drink,/ho-chi-minh/gentle-onion-food-drink,8.858,8.4,8.1,9.1,9.3,9.4
1027,Nhà Hàng Chay Thanh Phương - Tara House,/ho-chi-minh/nha-hang-chay-thanh-phuong-tara-house,5.388,5.6,4.9,5.7,5.0,5.7
1028,YU SHANG LOU - Fine Chinese Cuisine - Trần Hưng Đạo,/ho-chi-minh/yu-shang-lou-fine-chinese-cuisine-tran-hung-dao,9.084,9.1,8.8,9.1,9.2,9.3
1029,The Sushi Bar - Hoàng Văn Thái,/ho-chi-minh/the-sushi-bar-hoang-van-thai,7.36,7.4,7.1,7.8,7.0,7.5
1030,The Pizza Company - Hoàng Hoa Thám,/ho-chi-minh/the-pizza-company-hoang-hoa-tham,7.728,8.1,7.4,8.0,7.3,7.9
1031,"Yeebo Di Bửu - Seafood, Hot Pot & Dimsum - Lê Thánh Tôn",/ho-chi-minh/yeebo-le-thanh-ton,7.302,7.7,6.2,7.7,7.2,7.8
1032,Món Huế - 209 Đinh Bộ Lĩnh,/ho-chi-minh/nha-hang-mon-hue-dinh-bo-linh,6.336,7.0,6.1,6.1,5.6,7.0
1033,Dzị - Nhà Hàng Chay & Cafe,/ho-chi-minh/dzi-nha-hang-chay-cafe,6.43,7.1,6.1,6.4,5.9,6.6
1034,Jangwon Korean BBQ - Buffet Nướng Bàn Đá & Lẩu Hàn Quốc,/ho-chi-minh/jangwon-korean-bbq-buffet-nuong-ban-da-lau-han-quoc,7.198,6.9,7.3,7.2,7.7,6.9
