,name,url,Avg_Rate,Location,Price,Quality,Service,Space
169,Gà Rán Popeyes - Nguyễn Văn Luông,/ho-chi-minh/ga-ran-popeyes-nguyen-van-luong,6.726,6.9,6.8,6.9,6.3,6.8
170,Umi Restaurant,/ho-chi-minh/umi-restaurant,8.6,9.5,7.5,9.0,9.0,8.0
171,Sukiya - Cơm Bò Hầm & Mì Ramen - AEON Mall Bình Tân,/ho-chi-minh/sukiya-com-bo-ham-mi-ramen,7.49,7.4,7.5,7.6,7.6,7.4
172,K-Pub - Nướng Phong Cách Pub Hàn Quốc - Aeon Mall Bình Tân,/ho-chi-minh/k-pub-nuong-phong-cach-pub-han-quoc-aeon-mall-binh-tan,9.078,9.3,8.7,9.2,9.1,9.1
173,4An Vegetarian - Cao Thắng,/ho-chi-minh/4-an-vegetarian,8.0,8.0,8.0,8.0,8.0,8.0
174,Nhà Hàng Beirut - Ẩm Thực Trung Đông,/ho-chi-minh/beirut-shisa-nha-hang-a-rap-trung-dong,9.366,9.4,8.9,9.4,9.6,9.5
175,Sushi Uraetei Dining,/ho-chi-minh/sushi-uraetei-dining,5.668,6.2,5.0,5.5,5.7,6.0
176,Kichi Kichi Lẩu Băng Chuyền - Cộng Hòa,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-cong-hoa,7.12,7.3,7.0,7.1,7.2,7.0
177,Meat & Meet Korean BBQ Container - Lê Thị Riêng,/ho-chi-minh/meat-meet-bbq-container,7.686,7.9,7.4,7.7,7.6,7.8
178,Bò-Lế-Rồ - Tô Vĩnh Diện,/ho-chi-minh/bo-le-ro-bo-nhung-sot-nhung-lau-to-vinh-dien,6.784,7.2,6.6,6.6,6.4,7.1
179,Food House - Nguyễn Tri Phương,/ho-chi-minh/food-house-nguyen-tri-phuong,6.618,7.1,6.8,6.6,6.0,6.6
180,Oporto - Gà Nướng Lửa Hồng Kiểu Bồ Đào Nha,/ho-chi-minh/oporto-flamed-grilled,9.24,9.6,9.3,9.3,8.7,9.4
181,Khu Du Lịch Văn Thánh - Nhà Hàng,/ho-chi-minh/van-thanh-khu-du-lich,6.752,7.0,6.2,6.5,6.1,8.0
182,Kampung Pandan - Roti House,/ho-chi-minh/nha-hang-kampung-pandan-thu-khoa-huan,7.3,8.0,6.5,7.2,7.3,7.5
183,Sumo BBQ - Vincom Center - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-vincom-center-buffet-nuong-lau,7.842,8.0,7.2,8.2,7.8,8.0
184,48 Bistro - Beefsteak & Món Âu - SC VivoCity,/ho-chi-minh/48-bistro-beefsteak-mon-au-sc-vivocity,6.884,7.4,6.9,6.6,6.2,7.3
185,Buffet Liberty Central Saigon Riverside,/ho-chi-minh/buffet-liberty-central-saigon-riverside,7.29,7.9,6.6,6.7,7.4,8.0
186,Sinjeon Tokbokki - Ẩm Thực Hàn Quốc - Hồ Tùng Mậu,/ho-chi-minh/sinjeon-tokbokki-am-thuc-han-quoc-ho-tung-mau,6.446,7.1,6.3,6.3,6.2,6.4
187,Let's Poke - Healthy Hawaiian Sashimi - Vincom Center,/ho-chi-minh/let-s-poke-healthy-hawaiian-sashimi-vincom-center,8.36,8.4,8.2,8.4,8.4,8.4
188,Chang Kang Kung - Hấp Thủy Nhiệt Hong Kong - Saigon Centre,/ho-chi-minh/chang-kang-kung-hap-thuy-nhiet-hong-kong-saigon-centre,9.2,9.0,8.0,10.0,9.0,10.0
189,Sushi Hokkaido Sachi 北海道サチ - Vincom Center,/ho-chi-minh/sushi-hokkaido-vincom-center,8.414,8.6,8.3,8.8,8.1,8.3
190,Món Huế - 367 Tô Hiến Thành,/ho-chi-minh/nha-hang-mon-hue-367-to-hien-thanh,4.934,6.0,5.3,3.7,4.0,5.7
191,Hẻm 12 - Món Ngon Đường Phố,/ho-chi-minh/hem-12-mon-ngon-duong-pho,7.754,8.3,7.1,7.8,7.2,8.5
192,The Vintage Emporium Cafe - Brunch - Morrocan Eggs,/ho-chi-minh/the-vintage-emporium-cafe,7.724,7.4,6.8,8.0,8.0,8.3
193,Topping Beef - Steakhouse - Mạc Đĩnh Chi,/ho-chi-minh/topping-beef,7.304,8.1,7.4,7.3,6.3,7.5
194,Pizza Inn - Nguyễn Thái Bình,/ho-chi-minh/pizza-inn-nguyen-thai-binh,7.21,7.4,7.1,7.9,6.9,6.8
195,Lotteria - Lotte Mart Cộng Hòa,/ho-chi-minh/lotteria-lotte-mart-tan-binh,6.276,7.3,6.3,5.6,5.7,6.5
196,Texas Chicken - Phan Xích Long,/ho-chi-minh/texas-chicken-phan-xich-long,7.186,7.3,7.1,7.5,6.8,7.1
197,Woo - Thế Giới Hàu - Nguyên Hồng,/ho-chi-minh/woo-the-gioi-hau-nguyen-hong,5.964,6.4,5.9,6.1,5.7,5.7
198,Let's Lẩu - Vincom Center,/ho-chi-minh/let-s-lau-vincom-center,8.598,8.6,8.8,8.8,8.5,8.4
199,GoGi House - Quán Nướng Hàn Quốc - Satra Phạm Hùng,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-satra-pham-hung,6.926,6.6,6.5,7.0,7.0,7.6
200,Chilli Thai - Mạc Thị Bưởi,/ho-chi-minh/chilli-thai-mac-thi-buoi,7.048,7.6,6.6,7.1,6.6,7.4
201,Quán Nướng 3T,/ho-chi-minh/quan-nuong-3t,7.592,7.7,6.7,8.3,7.6,7.7
202,Nhà Hàng Món Ăn Ngon 30/4,/ho-chi-minh/nha-hang-mon-an-ngon-30-4,9.068,8.7,8.7,9.7,9.0,9.3
203,Nhà Hàng Lil'Sago - Võ Văn Tần,/ho-chi-minh/nha-hang-lil-sago-vo-van-tan,7.11,7.3,7.2,7.4,6.9,6.7
204,Texas Chicken - Quang Trung,/ho-chi-minh/texas-chicken-quang-trung,7.16,7.5,7.1,7.3,6.7,7.2
205,Yellow Cab Pizza - Thống Nhất,/ho-chi-minh/yellow-cab-pizza-thong-nhat,7.4,7.0,7.6,7.2,8.4,6.8
206,Shri - Rooftop Restaurant & Lounge,/ho-chi-minh/shri-restaurant-lounge,7.878,8.5,6.8,7.7,7.8,8.6
207,Gà Rán Popeyes - Thống Nhất,/ho-chi-minh/ga-ran-popeyes-thong-nhat,1.666,2.3,2.0,1.0,1.0,2.0
208,Bugis Singapore - Ẩm Thực Singapore - Vincom Center,/ho-chi-minh/bugis-singapore-am-thuc-singapore-vincom-center,6.792,7.5,5.8,6.6,7.1,7.0
209,Cocodak Restaurant - Gà Hàn Quốc,/ho-chi-minh/cocodak-restaurant-ga-han-quoc,7.686,8.1,6.9,7.8,7.7,8.0
210,The Little Door - Bistro & Bakery,/ho-chi-minh/the-little-door-bistro-bakery,8.312,8.5,7.6,8.3,8.6,8.6
211,Kichi Kichi Lẩu Băng Chuyền - Lotte Mart Gò Vấp,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-lotte-mart-go-vap,7.79,7.8,7.6,8.0,8.0,7.5
212,Kichi Kichi Lẩu Băng Chuyền - Vincom Lê Văn Việt,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-vincom-le-van-viet,7.502,7.5,7.2,7.6,7.4,7.7
213,Kichi Kichi Lẩu Băng Chuyền - Cao Thắng,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-cao-thang,6.986,7.5,6.6,7.0,6.7,7.1
214,Saigon Market - Sân bay Tân Sơn Nhất nội địa,/ho-chi-minh/saigon-market-san-bay-tan-son-nhat-noi-dia,6.368,6.8,5.7,6.7,6.2,6.5
215,Nhà Hàng Long Phụng - Suối Tiên,/ho-chi-minh/nha-hang-long-phung-suoi-tien,6.2,6.0,6.0,6.0,7.0,6.0
216,The Drunken Pot - Phạm Hồng Thái,/ho-chi-minh/the-drunken-pot-pham-hong-thai,7.326,8.3,6.0,7.4,7.3,7.7
217,Ittou Ramen - Oishi Town,/ho-chi-minh/ittou-ramen-oishi-town,7.734,6.9,7.1,8.3,8.2,8.2
218,Hạnh Dung - Ẩm Thực Chay Mặn,/ho-chi-minh/hanh-dung-nha-hang-gia-dinh,7.538,7.4,7.1,7.9,7.6,7.7
219,Hongkong Sheng Kee Dessert - Vạn Hạnh Mall,/ho-chi-minh/hongkong-sheng-kee-dessert-van-hanh-mall,5.578,6.6,5.4,4.9,4.9,6.1
220,Uchi Sushi,/ho-chi-minh/uchi-sushi,8.068,7.9,8.3,8.5,8.0,7.7
221,Konaya Sushi King - Lê Quang Định,/ho-chi-minh/konaya-sushi-king,7.552,7.6,7.6,7.9,7.8,6.9
222,Ajido - Nhà Hàng Nhật Bản - Dân Chủ,/ho-chi-minh/ajido-nha-hang-nhat-ban-dan-chu,7.118,7.8,6.8,6.9,6.6,7.6
223,The Crab Shack - Nhà Hàng Hải Sản - Phú Mỹ Hưng,/ho-chi-minh/the-crab-shack-nha-hang-hai-san-phu-my-hung,7.76,7.9,7.2,7.8,8.1,7.8
224,Isushi Buffet Nhật Bản,/ho-chi-minh/isushi-buffet-nhat-ban-saigon-superbowl,7.702,7.4,7.2,8.0,7.7,8.2
225,Bà Xã Vegan - Nhà Hàng Chay - Trương Định,/ho-chi-minh/ba-xa-vegan-nha-hang-chay-truong-dinh,8.44,8.2,8.0,8.8,8.6,8.6
226,Kasen Sushi,/ho-chi-minh/kasen-sushi,8.21,7.6,8.0,8.9,8.4,8.2
227,Al Fresco's - Vạn Hạnh Mall,/ho-chi-minh/al-fresco-s-van-hanh-mall,7.554,7.2,6.4,7.8,8.3,8.0
228,Gà Rán KFC - Hoàng Hoa Thám,/ho-chi-minh/kfc-hoang-hoa-tham,6.942,7.5,6.7,7.0,6.8,6.8
229,The Place - Modern Asian Kitchen - MPlaza,/ho-chi-minh/the-place-modern-asian-kitchen-mplaza,8.456,8.4,8.3,8.7,8.7,8.1
230,Bulgogi BBQ Matchandeul - Nướng & Lẩu Hàn Quốc,/ho-chi-minh/bulgogi-bbq-matchandeul-nuong-lau-han-quoc,9.3,9.0,9.3,9.5,9.5,9.3
231,Comxiu - Modern HongKong Kitchen,/ho-chi-minh/com-xiu,6.8,7.4,5.5,6.4,7.0,7.7
232,Ẩm Thực 63 - Thế Giới Tôm Hùm,/ho-chi-minh/am-thuc-63-the-gioi-tom-hum,5.548,5.8,5.8,5.3,5.3,5.6
233,Osaka Ohsho Vạn Hạnh Mall - Quán Mì Ramen - Gyoza Nhật Bản,/ho-chi-minh/osaka-ohsho-van-hanh-mall-quan-mi-ramen-gyoza-nhat-ban,8.594,8.7,8.5,8.5,8.6,8.8
234,Gangnam Bulgogi - Aeon Mall Bình Tân,/ho-chi-minh/gangnam-bulgogi-aeon-mall-binh-tan,6.86,7.2,6.5,7.1,6.6,6.9
235,Mì Cay Naga - 224 Phạm Văn Đồng,/ho-chi-minh/mi-cay-naga-224-pham-van-dong,6.068,6.5,6.3,6.5,5.3,5.7
236,Saigon Soul Pool Party - New World Saigon Hotel,/ho-chi-minh/saigon-soul-pool-party-new-world-saigon,8.4,8.7,8.0,8.3,8.3,8.7
237,V Steak Station,/ho-chi-minh/v-steak-station,8.978,9.2,8.6,9.1,9.0,9.0
238,Nakathai - Nhà Hàng Món Thái - Thảo Điền,/ho-chi-minh/nakathai-thao-dien-nha-hang-mon-thai,9.0,8.8,9.3,9.3,9.0,8.8
239,Gấu Đen - Cơm Bento - Bắc Hải,/ho-chi-minh/gau-den-com-bento-bac-hai,7.394,7.5,7.4,7.7,7.4,7.1
240,Thùy Dương - Nhà Hàng Bãi Biển,/ho-chi-minh/thuy-duong-nha-hang-bai-bien,8.6,8.7,7.7,9.3,8.0,9.3
241,Rosie Garden - Nhà Hàng Việt Nam,/ho-chi-minh/rosie-garden-nha-hang-viet-nam,7.8,8.2,6.8,7.6,8.4,8.0
242,Chấm Đỏ - Parkson Hùng Vương,/ho-chi-minh/cham-do-parkson-hung-vuong,6.562,7.2,6.3,6.8,6.1,6.4
243,Hủ Tiếu Hồng Phát,/ho-chi-minh/hu-tieu-hong-phat,6.926,7.6,5.7,7.2,6.9,7.3
244,Cúc Cu Quán - Món Việt - Vietnamese Cuisine & Drinks,/ho-chi-minh/cuc-cu-quan-vietnamese-cuisine-and-drinks,6.426,6.8,6.5,6.9,6.3,5.8
245,Son Pizza,/ho-chi-minh/son-pizza,8.176,7.6,8.4,8.4,8.4,8.0
246,Gà Rán KFC - Trần Não,/ho-chi-minh/kfc-tran-nao,7.184,7.5,7.0,6.8,7.2,7.4
247,Lẩu Dê Tri Kỷ,/ho-chi-minh/lau-de-tri-ky-le-van-sy,7.436,7.9,7.3,7.6,7.0,7.5
248,Burger King - Trường Chinh,/ho-chi-minh/burger-king-truong-chinh,4.832,5.0,4.6,4.7,4.9,5.0
249,Ngon Deli - Eatery & Coffee,/ho-chi-minh/ngon-deli-eatery-coffee,9.08,8.6,8.2,9.6,9.6,9.4
250,Nhà Hàng Chay An & Cafe,/ho-chi-minh/nha-hang-chay-an-cafe,9.2,8.2,8.8,9.4,9.8,9.8
251,Rice Field - Homecooked Vietnamese Cuisine,/ho-chi-minh/rice-field-homecooked-vietnamese-cuisine,8.12,8.6,7.6,7.9,7.9,8.6
252,Thiết Mộc Lan ,/ho-chi-minh/thiet-moc-lan,7.7,7.5,8.0,6.5,8.5,8.0
253,Gogi House - Nướng Hàn Quốc - Phan Xích Long,/ho-chi-minh/gogi-house-nuong-han-quoc-phan-xich-long,6.976,7.3,6.6,7.3,6.5,7.2
254,Bún Bò Gánh - Lê Quý Đôn,/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.7,7.6,6.9,6.2,6.0,6.8
255,Kichi Kichi Lẩu Băng Chuyền - Đỗ Xuân Hợp,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-do-xuan-hop,9.0,8.9,8.6,8.9,9.3,9.3
256,Nhà Hàng Mắm Concept,/ho-chi-minh/nha-hang-mam-concept,6.046,6.3,4.9,5.7,6.7,6.7
257,Lion City Exclusive - Mê Linh Point,/ho-chi-minh/lion-city-exclusive-kumho-asiana,7.994,8.0,6.4,8.6,8.4,8.5
258,Bangkok House - Vincom Lê Văn Việt,/ho-chi-minh/bangkok-house-vincom-le-van-viet,7.0,7.7,6.7,5.5,6.8,8.3
259,Bude Chige - Lẩu Hàn Quốc,/ho-chi-minh/bude-chige-lau-han-quoc,7.6,7.7,6.9,7.9,7.6,8.0
260,Hoàng Yến Buffet Premier - Saigon Centre,/ho-chi-minh/hoang-yen-buffet-premier-saigon-centre,6.5280000000000005,7.2,5.4,6.4,6.5,7.1
261,Tokori BBQ - Nhà Hàng Nướng Nhật Bản - Ngô Quyền,/ho-chi-minh/tokori-bbq-nha-hang-nuong-nhat-ban,8.28,8.0,8.0,8.6,8.4,8.5
262,Sườn Cây Nướng & Beer - Lý Thái Tổ,/ho-chi-minh/suon-cay-nuong-beer-ly-thai-to,7.198,7.5,7.0,7.1,7.1,7.3
263,Hotsun Rice & Chicken - Vạn Hạnh Mall,/ho-chi-minh/hotsun-rice-chicken-van-hanh-mall,8.25,8.3,7.5,7.0,9.3,9.3
264,Lotteria - Nguyễn Thị Thập,/ho-chi-minh/lotteria-nguyen-thi-thap,6.186,6.7,6.3,6.2,5.5,6.3
265,Quán Lẩu Dê - Lẩu Bò,/ho-chi-minh/quan-lau-de-lau-bo,6.466,6.8,7.0,6.7,5.7,6.1
266,Shuji Egi - Bánh Xèo Nhật Bản,/ho-chi-minh/shuji-egi-banh-xeo-nhat-ban,7.684,8.1,7.4,8.1,7.6,7.1
267,Sumo BBQ - Lê Lai - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-le-lai-buffet-nuong-lau,7.956,8.1,7.5,8.2,8.0,8.0
268,Gà Rán Popeyes - Tùng Thiện Vương,/ho-chi-minh/ga-ran-popeyes-tung-thien-vuong,6.66,6.8,6.7,6.7,6.5,6.7
269,Al Fresco's - Nguyễn Văn Linh,/ho-chi-minh/al-fresco-s-nguyen-van-linh,7.656,7.6,6.8,8.1,7.8,7.9
270,Nhà Hàng Hải Sản Dola,/ho-chi-minh/nha-hang-hai-san-dola,6.486,5.9,6.0,7.6,6.1,6.9
271,Manwah Taiwanese Hotpot - Gala Center Hoàng Văn Thụ,/ho-chi-minh/manwah-taiwanese-hotpot-gala-center-hoang-van-thu,8.188,8.1,7.8,8.3,8.0,8.7
272,Kichi Kichi Lẩu Băng Chuyền - Pearl Plaza,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-pearl-plaza,7.928,8.2,7.5,8.0,7.9,8.1
273,Mr. Singh - Nhà Hàng Ấn Độ,/ho-chi-minh/mr-singh-nha-hang-an-do,6.744,6.3,6.9,7.0,8.0,5.6
274,Maneki Neko Deli - Ẩm Thực Nhật Bản - SC VivoCity,/ho-chi-minh/maneki-neko-deli-am-thuc-nhat-ban-sc-vivocity,5.95,7.0,6.5,5.5,4.8,6.0
275,Pizza Carobello - Pizza & Pasta - Vinhomes Central Park,/ho-chi-minh/pizza-carobello-vinhomes-central-park,4.726,5.6,4.3,3.8,4.3,5.8
276,Món Huế - A36B Cống Quỳnh,/ho-chi-minh/nha-hang-mon-hue-cong-quynh,5.306,6.4,5.0,4.9,4.5,5.7
277,Lan Anh - Nhà Hàng Ven Sông,/ho-chi-minh/lan-anh-nha-hang-ven-song,3.9,6.0,3.0,3.5,3.0,4.0
278,Nhà Hàng Vườn Lan,/ho-chi-minh/nha-hang-vuon-lan,7.16,7.4,7.6,6.6,7.0,7.2
279,Ngò Rí - Nhà Hàng Thái Lan,/ho-chi-minh/ngo-ri-nha-hang-thai-lan,6.984,7.5,6.8,7.4,6.7,6.5
280,Nhân Phát - Nhà Hàng Bò Tơ Tây Ninh,/ho-chi-minh/nhan-phat-nha-hang-bo-to-tay-ninh,6.816,6.7,6.9,6.9,6.8,6.8
281,Tokyo Deli - Phan Văn Trị,/ho-chi-minh/tokyo-deli-phan-van-tri,7.992,8.3,7.4,8.5,8.2,7.6
282,Res Beefsteak Kiều Đàm - Trần Xuân Soạn,/ho-chi-minh/res-beefsteak-kieu-dam-tran-xuan-soan,7.934,7.0,8.2,8.0,8.3,8.3
283,Lẩu Tươi MK - AEON Mall Bình Tân,/ho-chi-minh/lau-tuoi-mk-aeon-mall-binh-tan,6.746,6.9,6.6,6.5,7.0,6.7
284,Sushi Masa - Lê Văn Sỹ,/ho-chi-minh/sushi-masa-le-van-sy,8.8,9.0,8.3,9.0,9.0,8.8
285,Sugoi - Hot Pot - Sư Vạn Hạnh,/ho-chi-minh/sugoi-hot-pot-su-van-hanh,6.784,6.7,7.4,5.9,6.8,7.1
286,Pizza 4P's - Pizza Kiểu Nhật - Saigon Centre,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-centre,8.48,8.9,7.7,8.8,8.2,8.8
287,Oven Maru Chicken - Ẩm Thực Hàn Quốc,/ho-chi-minh/oven-maru-chicken-am-thuc-han-quoc,8.208,8.2,7.4,8.7,8.6,8.2
288,Texas Chicken - Aeon Mall Tân Phú,/ho-chi-minh/texas-chicken-aeon-mall-tan-phu,5.2,5.8,5.0,5.5,4.5,5.3
289,Mukbang - Nhà Hàng Hàn Quốc,/ho-chi-minh/mukbang-nha-hang-han-quoc,8.3,6.5,7.5,9.0,8.5,10.0
290,McDonald's - Bưu Điện Thành Phố,/ho-chi-minh/mcdonald-s-buu-dien-thanh-pho,7.482,8.1,6.8,7.3,7.5,7.7
291,Kichi Kichi Lẩu Băng Chuyền - Saigon Centre,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-saigon-centre,6.982,7.4,6.7,7.0,6.9,6.9
292,Godmother Bake & Brunch,/ho-chi-minh/godmother-bake-brunch,6.094,7.4,5.1,5.6,5.5,6.9
293,Chu Dimsum House,/ho-chi-minh/chu-dimsum-house,7.664,7.6,7.4,7.8,7.6,7.9
294,Lẩu Băng Chuyền Osaka1 - Nguyễn Hồng Đào,/ho-chi-minh/lau-bang-chuyen-osaka1-nguyen-hong-dao,7.106,7.1,7.4,7.0,7.1,6.9
295,The Pizza Company - Lê Văn Quới,/ho-chi-minh/the-pizza-company-le-van-quoi,7.332,8.3,7.3,7.0,6.3,7.7
296,Sushi Tony,/ho-chi-minh/tony-sushi,8.274000000000001,8.2,8.0,8.7,8.5,8.0
297,King Dongas - Nhà Hàng Thịt Chiên Xù Hàn Quốc,/ho-chi-minh/king-dongas-nha-hang-thit-chien-xu-han-quoc,8.784,8.9,8.6,9.0,8.6,8.9
298,Beefsteak Titi - Lê Văn Sỹ,/ho-chi-minh/beefsteak-titi-le-van-sy,4.968,6.0,5.5,4.5,4.0,4.9
299,Nhà Hàng Lục Đỉnh Ký - Món Hoa,/ho-chi-minh/nha-hang-luc-dinh-ky-mon-hoa,5.828,5.7,6.1,6.6,4.9,5.9
300,Moms Touch Chicken & Burgers,/ho-chi-minh/mom-s-touch-chicken-burgers,7.212,7.5,6.9,7.6,6.8,7.3
301,Cơm Tấm Cali 20 - Phạm Ngũ Lão,/ho-chi-minh/com-tam-cali-20-pham-ngu-lao,6.644,7.2,6.0,6.4,6.5,7.1
302,The Street - BBQ & Beer - Pasteur,/ho-chi-minh/the-street-bbq-beer-pasteur,6.862,7.5,6.5,7.2,6.0,7.1
303,Papaxốt - Nguyễn Gia Trí,/ho-chi-minh/papaxot-duong-d2,7.018,7.5,6.6,7.1,6.7,7.2
304,Som ตำ Thai - Saigon Centre,/ho-chi-minh/som-thai-saigon-centre,8.8,9.0,8.5,9.0,8.5,9.0
305,Yellow Cab Pizza - Phan Xích Long,/ho-chi-minh/yellow-cab-pizza-phan-xich-long,7.8,7.0,7.0,9.0,9.0,7.0
306,Mục Đồng - Chuỗi Cơm Tấm - Gigamall,/ho-chi-minh/muc-dong-chuoi-com-tam-giga-mall,7.066,6.0,6.7,7.3,8.0,7.3
307,Holy Crab - Nhà Hàng Hải Sản Singapore - 06 Phan Xích Long,/ho-chi-minh/holy-crab-nha-hang-hai-san-singapore,6.854,7.6,5.9,6.8,6.7,7.3
308,Quán Backstage Fusion - Món Ăn Âu,/ho-chi-minh/quan-backstage-fusion-mon-an-au,6.8,8.5,6.0,6.0,6.0,7.5
309,Tàu Hòn Ngọc Viễn Đông,/ho-chi-minh/tau-hon-ngoc-vien-dong,7.2,7.3,7.0,7.0,7.0,7.7
310,Marukame Udon - Udon & Tempura - Lý Tự Trọng,/ho-chi-minh/marukame-udon-udon-tempura,7.44,7.8,6.7,7.9,7.3,7.5
311,Hotpot Story - Aeon Mall Bình Tân,/ho-chi-minh/hotpot-story-aeon-mall-binh-tan,7.09,7.1,6.9,7.1,7.2,7.1
312,Uraetei BBQ - Phổ Đình - Nguyễn Trãi,/ho-chi-minh/uraetei-bbq-pho-dinh-nguyen-trai,7.656,7.7,6.6,7.9,7.8,8.3
313,Yau Hau Fook - Nhà Hàng Trung Hoa - Trần Hưng Đạo,/ho-chi-minh/yau-hau-fook-nha-hang-trung-hoa-tran-hung-dao,7.23,7.7,7.0,7.7,6.6,7.2
314,Nhà Hàng BioGarten - Ẩm Thực Chay,/ho-chi-minh/nha-hang-bio-garten,7.4,7.4,6.6,7.4,7.6,8.0
315,Topping Beef - Steakhouse,/ho-chi-minh/topping-beef-make-it-your-way,7.666,7.5,7.4,8.1,7.7,7.6
316,Chang - Modern Thai Cuisine,/ho-chi-minh/chang-modern-thai-cuisine,8.106,8.5,7.8,8.2,8.1,8.1
317,Kichi Kichi Lẩu Băng Chuyền - AEON Mall Tân Phú,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-aeon-mall,7.158,7.4,6.9,7.4,7.1,7.1
318,Phước Duyên Chay,/ho-chi-minh/phuoc-duyen-chay-951847,9.4,9.0,10.0,10.0,9.0,9.0
319,"NAMBENTô - Cơm, Mì, Snack - Vạn Hạnh Mall",/ho-chi-minh/nambento-van-hanh-mall,6.876,7.4,6.2,6.7,6.7,7.3
320,Meat & Meet Korean BBQ Container - Crescent Mall,/ho-chi-minh/meat-meet-korean-bbq-container-crescent-mall,8.92,8.6,8.6,9.4,9.4,8.6
321,Yamato Sachi - Nhà Hàng Ẩm Thực Nhật Bản,/ho-chi-minh/yamato-sachi-nha-hang-am-thuc-nhat-ban,8.4,8.0,7.7,8.9,8.6,8.9
322,Gà Rán KFC - AEON Mall Tân Phú,/ho-chi-minh/kfc-aeon-mall,6.702,7.2,6.5,6.6,6.4,6.8
323,Lotteria - Phú Mỹ Hưng,/ho-chi-minh/lotteria-phu-my-hung,6.846,7.4,7.3,6.6,6.2,6.7
324,Bao Bei - Chinese Restaurant,/ho-chi-minh/bao-bei-chinese-restaurant,8.038,8.1,7.4,8.0,8.0,8.7
325,Marukame Udon - Udon & Tempura - AEON Mall Bình Tân,/ho-chi-minh/marukame-udon-udon-tempura-aeon-mall-binh-tan,7.574,7.9,6.9,8.1,7.5,7.6
326,Gà Rán KFC - Central Plaza,/ho-chi-minh/kfc-central-plaza,6.6,6.7,6.7,6.8,6.2,6.6
327,Corso - Steakhouse & Bar,/ho-chi-minh/corso-steakhouse-bar,8.2,8.7,7.3,9.0,8.3,7.7
328,Dimsum House - Cháo Ếch Geylang & Dimsum - Lê Lai,/ho-chi-minh/dimsum-house,7.394,7.7,7.3,7.7,7.4,7.0
329,Cheep Eats - Seafood BBQ Buffet - Sư Vạn Hạnh,/ho-chi-minh/cheep-eats-seafood-bbq-buffet-su-van-hanh,7.032,7.6,7.6,6.5,6.4,7.1
330,Khang Hí - Buffet Lẩu & Nướng,/ho-chi-minh/khang-hi-buffet-lau-nuong,7.8260000000000005,7.1,8.4,8.4,8.3,6.9
331,Hải Hoàng - Món Hoa - Trần Hưng Đạo,/ho-chi-minh/hai-hoang-quan-an-gia-dinh,7.136,7.4,7.0,7.7,6.6,7.0
332,Bánh Khọt Cô Ba Vũng Tàu - Cao Thắng,/ho-chi-minh/banh-khot-co-ba-vung-tau-cao-thang,6.15,6.8,5.7,6.1,5.7,6.5
333,Bò-Lế-Rồ - Lê Văn Sỹ,/ho-chi-minh/bo-le-ro-cac-mon-ngon-ve-bo-le-van-sy,6.642,6.7,6.5,6.9,6.2,6.9
334,Phở Ông Hùng - Nhà Bè,/ho-chi-minh/pho-ong-hung-nha-be,1.0,1.0,1.0,1.0,1.0,1.0
335,Pizza 4P’s - Pizza Kiểu Nhật - Nguyễn Văn Linh,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-nguyen-van-linh,8.188,7.3,7.7,8.7,8.6,8.7
336,Pizza Hut - Trương Định,/ho-chi-minh/pizza-hut-truong-dinh,7.134,7.5,6.8,7.1,7.0,7.3
337,Cột Điện Kitchen - Lẩu & Món Nướng,/ho-chi-minh/cot-dien-kitchen-lau-mon-nuong,7.186,7.2,6.5,7.8,6.4,8.0
338,Tasaki BBQ - SC VivoCity,/ho-chi-minh/tasaki-bbq-sc-vivocity,8.052,7.8,7.0,9.1,8.4,7.9
339,Pastamania - Nhà Hàng Ý - Vạn Hạnh Mall,/ho-chi-minh/pastamania-nha-hang-y-van-hanh-mall,7.5120000000000005,7.7,6.7,7.6,7.9,7.7
340,Lotteria - Dương Bá Trạc,/ho-chi-minh/lotteria-duong-ba-trac,5.978,6.6,6.2,5.5,5.1,6.4
341,Gogi House - Nướng Hàn Quốc - Vincom Quang Trung,/ho-chi-minh/gogi-house-nuong-han-quoc-quang-trung,8.412,8.6,8.0,8.6,8.4,8.5
342,Món Huế - The Garden Mall,/ho-chi-minh/nha-hang-mon-hue-the-garden-mall,8.304,8.4,8.1,8.3,8.4,8.4
343,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Trần Cao Vân,/ho-chi-minh/don-chicken-chicken-pub-hai-ba-trung,7.5440000000000005,7.7,7.0,7.7,7.7,7.7
